,CSUSHPISA,MORTGAGE30US,REAINTRATREARAT10Y,PSAVERT,CURRCIR,M2SL,INDPRO,UNRATE,CIVPART,CPIAUCSL,MICH,PCE,DSPIC96,TTLHHM156N,TOTALSL,DPSACBW027SBOG,MSACSR,SPREAD,GDPn,GDPr,GFC,Covid
2002-02-01,117.844,6.89,2.40007343,5.4,635.884,5483.4,88.4661,5.7,66.8,178.0,2.1,7225.2,10531.6,104385.0,1881.90537,4123.7998,4.0,3.17,10748.9108030786,14322.7644426106,0,0
2002-03-01,118.687,7.01,2.42129018,5.5,639.698,5495.2,89.1228,5.7,66.6,178.5,2.7,7243.4,10539.0,104396.0,1894.69033,4139.6673,4.1,3.5500000000000003,10814.6905975735,14388.7769711611,0,0
2002-04-01,119.61,6.99,2.70112632,5.4,643.58,5495.4,89.5532,5.9,66.7,179.3,2.8,7312.5,10574.2,104718.0,1903.95799,4143.3561,4.3,3.46,10858.4053396133,14444.8213855478,0,0
2002-05-01,120.724,6.81,2.35054993,6.1,648.293,5521.5,89.934,5.8,66.7,179.5,2.7,7288.9,10616.5,105092.0,1914.61399,4168.0837,4.0,3.41,10870.0616402942,14442.5450681907,0,0
2002-06-01,121.813,6.65,2.31986391,6.1,654.774,5546.5,90.6769,5.8,66.6,179.6,2.7,7322.5,10648.2,105023.0,1927.18098,4173.467,4.2,3.1799999999999997,10933.9130200868,14497.0235621616,0,0
2002-07-01,122.888,6.49,2.14192855,5.3,660.96,5589.1,90.6455,5.8,66.5,180.0,2.6,7387.3,10621.0,105100.0,1939.2114,4211.7213,4.2,2.9200000000000004,11001.8492802538,14575.3057212931,0,0
2002-08-01,123.83,6.29,1.74226259,5.2,660.558,5631.6,90.5475,5.7,66.6,180.5,2.6,7412.6,10623.0,105128.0,1947.50009,4246.6593,4.0,2.5199999999999996,10952.3360290663,14491.469876546,0,0
2002-09-01,124.78,6.09,1.44610825,5.8,662.189,5656.0,90.6381,5.7,66.7,180.8,2.5,7391.5,10633.6,105244.0,1950.65139,4271.0842,3.9,2.12,10997.9346906768,14493.7259763063,0,0
2002-10-01,125.734,6.11,1.26869564,5.6,662.238,5700.4,90.4041,5.7,66.6,181.2,2.5,7435.2,10661.8,105337.0,1957.1513,4331.6545,4.0,2.19,10999.0573364679,14481.077859857,0,0
2002-11-01,126.669,6.07,1.39558681,5.6,667.444,5750.6,90.8985,5.9,66.4,181.5,2.4,7463.8,10690.9,105296.0,1965.17913,4359.5423,4.0,2.71,11053.2507425282,14523.6406042686,0,0
2002-12-01,127.623,6.05,1.69225366,5.3,676.472,5772.0,90.389,6.0,66.3,181.8,2.5,7519.9,10719.9,105387.0,1972.11221,4356.5965,4.0,2.79,11131.9909210027,14609.3852095921,0,0
2003-01-01,128.461,5.92,1.48820174,5.3,679.411,5804.6,91.1355,5.8,66.4,182.6,2.5,7541.3,10710.4,105513.0,1982.56131,4367.884,4.0,2.8099999999999996,11135.8439434347,14595.9083278768,0,0
2003-02-01,129.356,5.84,1.466379,5.2,679.832,5840.7,91.2502,5.9,66.4,183.6,2.7,7548.6,10674.0,105432.0,1993.40569,4416.5134,4.5,2.6399999999999997,11210.3581564174,14652.4073386673,0,0
2003-03-01,130.148,5.75,1.22359095,4.9,683.413,5861.4,91.0059,5.9,66.3,183.9,3.1,7611.5,10696.5,105277.0,2001.20815,4440.3257,4.1,2.56,11176.1849001602,14595.6849729121,0,0
2003-04-01,130.884,5.81,1.30961847,5.0,687.055,5898.8,90.4281,6.0,66.4,183.2,2.4,7634.5,10752.7,105470.0,2014.09978,4453.3206,4.1,2.7,11256.9406870638,14673.4478007643,0,0
2003-05-01,131.734,5.48,1.37072098,5.3,690.521,5959.3,90.4073,6.1,66.4,182.9,2.0,7650.3,10832.0,105507.0,2027.50251,4495.1177,3.9,2.3099999999999996,11275.2275038008,14690.1769490479,0,0
2003-06-01,132.649,5.23,0.90511574,5.1,691.954,5996.0,90.5218,6.3,66.5,183.1,2.1,7699.6,10860.6,105449.0,2033.26841,4535.4967,3.5,2.1100000000000003,11406.1298091585,14869.0328286246,0,0
2003-07-01,133.77700000000002,5.63,1.12868896,5.9,694.257,6042.7,90.9896,6.2,66.2,183.7,1.7,7757.0,10991.1,105314.0,2040.06439,4581.8834,3.6,2.9699999999999998,11468.5959385064,14910.2454255243,0,0
2003-08-01,134.968,6.26,1.75170446,5.7,694.696,6100.8,90.7858,6.1,66.1,184.5,2.5,7852.1,11066.7,105470.0,2049.12434,4619.6236,3.5,3.42,11567.4984012629,14985.3522291939,0,0
2003-09-01,136.29399999999998,6.15,1.89723825,4.9,697.699,6072.8,91.3829,6.1,66.1,185.1,2.8,7853.7,10940.8,105713.0,2057.09079,4608.5342,3.8,3.26,11663.9126601765,15072.779217788,0,0
2003-10-01,137.532,5.95,1.38081936,5.0,700.706,6063.6,91.5005,6.0,66.1,184.9,2.6,7867.4,10982.3,105750.0,2065.4951,4584.9489,3.8,3.2800000000000002,11699.7518113968,15093.0211433384,0,0
2003-11-01,138.79399999999998,5.93,1.71390165,5.0,706.305,6069.1,92.1265,5.8,66.1,185.0,2.7,7922.6,11048.4,105810.0,2066.40009,4605.3421,4.1,3.3,11786.1295083595,15181.9735257497,0,0
2003-12-01,140.18,5.88,1.71357266,5.0,716.191,6067.3,92.1722,5.7,65.9,185.5,2.6,7950.4,11057.2,106014.0,2077.36069,4624.3563,4.0,3.2899999999999996,11830.8206801846,15215.2590675956,0,0
2004-01-01,141.64700000000002,5.71,1.70195436,4.6,713.752,6075.5,92.327,5.7,66.1,186.3,2.7,8007.1,11051.2,105803.0,2088.24304,4658.4311,3.8,3.1500000000000004,11805.9275343249,15134.4124153772,0,0
2004-02-01,143.192,5.64,1.57158074,4.6,713.25,6114.3,92.8873,5.6,66.0,186.7,2.6,8040.4,11071.0,106006.0,2095.34036,4706.3547,3.7,3.0700000000000003,11926.537829629,15258.5401866006,0,0
2004-03-01,145.059,5.45,1.47016466,4.5,713.923,6150.1,92.5325,5.8,66.0,187.1,2.9,8098.8,11115.6,105802.0,2109.72032,4770.9644,3.6,2.83,12037.8756360561,15355.0696744973,0,0
2004-04-01,146.593,5.83,1.35814941,4.9,716.778,6191.2,92.9096,5.6,65.9,187.4,3.2,8107.2,11153.3,105939.0,2112.71615,4819.7622,4.0,3.3499999999999996,12036.1443666828,15311.3802754558,0,0
2004-05-01,148.185,6.27,1.88324516,4.8,719.679,6268.1,93.5838,5.6,66.0,188.2,3.3,8176.5,11208.9,106208.0,2120.83915,4904.2234,3.8,3.7199999999999998,12175.7523540124,15446.4914864193,0,0
2004-06-01,149.85,6.29,1.94657611,5.4,726.437,6270.5,92.8621,5.6,66.1,188.9,3.3,8157.6,11215.8,106051.0,2127.98941,4937.1511,3.9,3.7,12126.5482793227,15344.743119486,0,0
2004-07-01,151.33700000000002,6.06,1.93379862,4.7,734.828,6284.3,93.5511,5.5,66.1,189.1,3.0,8236.9,11240.5,106379.0,2137.09298,4989.6608,4.5,3.24,12279.4064822905,15482.6848251919,0,0
2004-08-01,152.63299999999998,5.87,1.85580269,4.7,734.62,6310.6,93.6328,5.4,66.0,189.2,2.8,8271.6,11274.6,107026.0,2143.43512,5003.1132,4.3,2.8500000000000005,12300.4771047866,15520.929247377,0,0
2004-09-01,154.178,5.75,1.48469164,4.1,738.149,6345.3,93.7418,5.4,65.8,189.8,2.8,8341.5,11279.6,107205.0,2160.1483,5040.878,4.1,2.5199999999999996,12336.037412991,15536.3419780647,0,0
2004-10-01,155.75,5.72,1.6871063,3.9,740.816,6373.3,94.5671,5.5,65.9,190.8,3.1,8397.1,11282.5,107511.0,2176.71934,5068.2226,3.9,2.34,12471.3947478717,15653.5085367331,0,0
2004-11-01,157.52700000000002,5.73,1.60768876,3.4,746.581,6399.8,94.8,5.4,66.0,191.7,2.8,8444.5,11246.1,107636.0,2183.74635,5115.4832,4.3,2.2600000000000007,12514.8558665566,15649.603215839,0,0
2004-12-01,159.329,5.75,1.90953662,6.2,753.395,6418.3,95.5426,5.4,65.9,191.7,3.0,8504.4,11659.0,107490.0,2192.24617,5155.5819,4.1,2.0700000000000003,12595.3913856431,15711.6314608193,0,0
2005-01-01,161.287,5.71,1.7792759,2.7,750.197,6424.5,95.8831,5.3,65.8,191.6,2.9,8497.7,11226.5,107776.0,2196.77763,5190.9809,4.4,1.94,12747.9404894611,15854.7529877414,0,0
2005-02-01,163.343,5.63,1.81315912,2.3,750.39,6432.8,96.5616,5.4,65.9,192.4,2.9,8559.1,11229.0,108070.0,2211.55871,5218.1003,4.3,1.67,12751.0694043274,15826.0484819142,0,0
2005-03-01,165.812,5.93,1.97934111,2.5,752.083,6441.9,96.4371,5.2,65.9,193.1,3.2,8598.4,11268.8,107420.0,2220.19919,5247.5994,4.1,1.87,12802.8481062015,15855.5261891671,0,0
2005-04-01,167.50099999999998,5.86,2.02052684,2.1,753.66,6455.9,96.628,5.2,66.1,193.7,3.3,8678.4,11304.2,107560.0,2232.53538,5288.4909,4.3,1.5499999999999998,12859.2896264146,15896.6536188462,0,0
2005-05-01,169.35,5.72,1.78986568,2.6,754.184,6473.3,96.7306,5.1,66.1,193.6,3.2,8671.6,11352.7,107872.0,2232.67152,5301.5635,4.2,1.1399999999999997,12881.931928721,15863.4049055693,0,0
2005-06-01,171.19,5.58,1.66688811,2.0,759.996,6505.8,97.1488,5.0,66.1,193.7,3.2,8753.4,11375.5,108117.0,2247.83343,5367.7354,4.3,0.96,13026.7464448422,16010.340458128,0,0
2005-07-01,172.86,5.7,1.82002108,1.4,763.847,6537.4,96.8383,5.0,66.1,194.9,3.0,8853.8,11387.1,108330.0,2257.23094,5399.2837,4.2,0.9199999999999999,13096.0600117345,16037.2380980333,0,0
2005-08-01,174.44299999999998,5.82,2.00821677,2.0,763.347,6570.2,97.1603,4.9,66.2,196.1,3.1,8850.1,11405.3,108448.0,2267.04488,5464.2505,4.5,0.7599999999999998,13153.2235830099,16078.0628647454,0,0
2005-09-01,176.437,5.77,1.73569017,2.0,767.94,6604.3,95.2729,5.0,66.1,198.8,4.3,8900.4,11365.2,108517.0,2271.63328,5505.8258,4.7,0.5800000000000001,13178.642405317,16029.5570088351,0,0
2005-10-01,178.02700000000002,6.07,1.96704484,2.3,768.814,6638.6,96.4383,5.0,66.1,199.1,4.6,8938.5,11428.7,108636.0,2276.84314,5532.2032,4.5,0.6800000000000002,13235.1268383634,16064.1259465913,0,0
2005-11-01,179.68,6.33,2.07568901,2.6,774.619,6655.0,97.4951,5.0,66.0,198.1,3.3,8946.2,11500.1,108857.0,2283.66127,5554.9854,5.0,0.54,13300.2971637383,16112.961192985,0,0
2005-12-01,180.909,6.27,2.01834727,2.5,783.336,6681.9,97.9788,4.9,66.0,198.1,3.1,8981.1,11535.2,109171.0,2290.92813,5591.3402,4.9,0.3099999999999996,13437.1879979322,16235.172246679,0,0
2006-01-01,182.32,6.15,2.06484172,3.0,786.823,6724.3,98.1305,4.7,66.0,199.3,3.0,9071.6,11651.8,109402.0,2367.47108,5637.6999,5.3,0.1299999999999999,13517.449011503,16315.521775789,0,0
2006-02-01,183.287,6.25,2.20441278,3.2,785.378,6748.6,98.1779,4.8,66.1,199.4,3.0,9096.0,11702.8,109368.0,2374.97732,5668.0783,6.1,0.08000000000000007,13569.2570825437,16307.68061687,0,0
2006-03-01,184.364,6.32,2.38362088,3.3,788.916,6762.9,98.3898,4.7,66.2,199.7,3.0,9132.9,11747.5,109098.0,2385.80789,5708.4287,5.9,0.1299999999999999,13710.7739059524,16440.3106626093,0,0
2006-04-01,184.329,6.51,2.35839303,3.1,790.544,6800.1,98.6769,4.7,66.1,200.7,3.3,9191.6,11744.4,109353.0,2397.6806,5770.1905,6.3,0.20000000000000018,13694.9479203302,16370.0017334285,0,0
2006-05-01,184.156,6.6,2.40637015,2.9,794.306,6806.9,98.7052,4.6,66.1,201.3,4.0,9231.8,11736.8,109623.0,2407.16145,5789.3546,6.2,0.16999999999999993,13782.6333799968,16416.9386453673,0,0
2006-06-01,183.507,6.68,2.45080986,2.9,794.297,6844.9,99.0427,4.6,66.2,201.8,3.3,9259.6,11751.9,109373.0,2395.81318,5816.3345,6.3,0.1200000000000001,13782.6906996774,16403.636484235,0,0
2006-07-01,183.066,6.76,2.49634953,2.3,795.918,6886.3,98.9804,4.7,66.1,202.9,3.2,9343.8,11746.9,109504.0,2403.09925,5862.0128,7.3,-0.15000000000000036,13791.1779061603,16365.8257972585,0,0
2006-08-01,182.594,6.52,2.2982861,2.5,793.601,6917.1,99.4106,4.7,66.2,203.8,3.8,9342.2,11737.0,109611.0,2415.73203,5874.058,6.7,-0.3700000000000001,13885.2571309844,16421.5602294802,0,0
2006-09-01,182.797,6.4,2.20605719,2.4,794.469,6944.2,99.2207,4.5,66.1,202.8,3.1,9375.4,11800.1,109773.0,2426.81323,5915.3529,6.7,-0.5300000000000002,13934.1289629014,16477.0620273919,0,0
2006-10-01,183.197,6.36,2.21206207,2.4,794.139,6993.3,99.1253,4.4,66.2,201.9,3.1,9393.6,11853.7,110020.0,2429.39986,6021.5281,7.3,-0.5199999999999996,13967.0581859147,16489.3956756044,0,0
2006-11-01,183.608,6.24,2.1998854,2.7,800.542,7028.4,99.0969,4.5,66.3,202.0,3.0,9400.2,11901.9,109937.0,2440.74907,6060.8847,6.6,-0.6500000000000004,14059.521740672,16600.8278236519,0,0
2006-12-01,184.138,6.14,2.12213778,2.6,809.326,7071.6,100.1122,4.4,66.4,203.1,2.9,9488.3,11958.6,109838.0,2456.7157,6099.6894,6.5,-0.6800000000000006,14092.10007343,16597.6301374166,0,0
2007-01-01,184.517,6.22,2.14807579,2.4,808.848,7109.6,99.7571,4.6,66.4,203.437,3.0,9538.7,11956.6,109807.0,2457.94558,6141.8129,7.2,-0.4900000000000002,14134.0755417672,16578.4901560182,0,0
2007-02-01,184.598,6.29,2.28715091,2.8,805.364,7125.3,100.7275,4.5,66.3,204.226,3.0,9566.0,11996.0,109700.0,2470.04992,6181.5218,7.9,-0.54,14286.5297332038,16680.7968931949,0,0
2007-03-01,184.15,6.16,2.0249864,3.0,806.34,7159.1,100.9023,4.4,66.2,205.288,3.0,9611.7,12035.1,109606.0,2484.43318,6193.8506,7.9,-0.7000000000000002,14226.3477250482,16577.915511981,0,0
